s,d,t
445,853,164.0590187
582,853,164.0752725
595,831,164.0797757
480,258,164.1120721
534,388,164.1148162
373,394,164.1219932
259,92,164.1293109
257,853,164.1316329
384,869,164.1473941
541,729,164.1561894
522,394,164.1714581
135,390,164.2417503
871,91,164.2428057
424,394,164.2472385
135,572,164.2538526
528,491,164.2602556
90,394,164.2824902
645,895,164.2844603
362,759,164.2852343
556,90,164.2874156
871,853,164.2891746
314,772,164.2965627
493,179,164.3006437
454,595,164.3036693
539,183,164.3069763
384,179,164.3118314
98,853,164.3130275
409,224,164.3208378
384,224,164.3312514
392,869,164.3451832
384,412,164.3460276
636,836,164.3471534
392,389,164.3517973
512,373,164.3520787
512,226,164.3571448
313,492,164.3828975
384,869,164.3907078
313,150,164.3928187
64,394,164.4002067
98,389,164.4042878
743,362,164.4075948
134,853,164.4143496
424,412,164.4182899
28,106,164.4331364
250,393,164.4417206
250,183,164.4460127
274,183,164.453049
494,491,164.455371
274,412,164.456145
539,183,164.4608592
539,183,164.4621961
363,836,164.4772537
367,224,164.4773944
367,868,164.4845011
117,394,164.493226
117,394,164.4954776
887,392,164.5015992
578,590,164.5077911
824,850,164.6000364
288,831,164.6125609
164,99,164.6670215
164,320,164.6692028
164,853,164.677787
327,325,164.7593372
285,598,164.7601112
93,290,164.7723543
395,734,164.7746059
395,394,164.7765057
395,394,164.7780536
313,598,164.7824161
833,261,164.8066912
833,391,164.8164012
833,81,164.819849
8,90,164.8251965
833,388,164.8280814
735,53,164.8456721
34,282,164.857704
833,282,164.8637552
568,49,164.8733245
392,869,164.8760687
34,394,164.884864
144,492,164.8890857
705,40,164.8892968
34,287,164.8914781
360,106,164.8932371
705,106,164.8934482
384,869,164.9049877
4,183,164.9099834
392,869,164.9100538
303,93,164.910476
538,490,164.9111092
538,662,164.9132201
392,869,164.9135016
384,869,164.9137126
532,499,164.9144163
392,869,164.9146274
4,492,164.9173715
303,428,164.9253928
4,492,164.9264483
443,93,164.9298257
303,778,164.9308107
753,236,164.9456572
4,222,164.9533268
102,869,164.9840752
97,33,164.9878044
102,869,164.9904782
4,253,164.9914633
257,49,165.0095464
833,222,165.0286851
50,154,165.0335401
30,373,165.0360028
392,869,165.0404356
623,876,165.0628813
392,869,165.0720284
392,556,165.0752651
568,49,165.0759687
43,66,165.0778685
521,236,165.0939815
637,511,165.1110796
637,775,165.1176233
238,729,165.1226894
637,639,165.125715
568,222,165.1348621
4,222,165.1446425
747,220,165.1544933
98,49,165.1649773
274,775,165.1744763
274,598,165.1796831
564,759,165.1951629
73,241,165.2021287
346,183,165.2957813
619,49,165.3020436
747,105,165.3152717
274,183,165.3321587
353,786,165.3541119
353,55,165.3565042
568,373,165.3676215
770,557,165.372195
770,701,165.3880266
350,447,165.4415022
881,226,165.4581077
98,49,165.4829457
590,757,165.5611185
274,701,165.5832827
870,789,165.6085429
870,734,165.6145237
870,878,165.6160013
213,130,165.6221932
48,878,165.6294405
214,499,165.8121017
445,389,165.8397542
18,428,166.2215414
18,428,166.2626332
783,491,166.4620406
871,853,167.0228302
383,869,167.1717173
383,556,167.1781907
395,394,167.2752207
395,556,167.2788795
395,290,167.2882377
473,319,167.4001846
255,876,167.4113018
81,446,167.5069246
235,388,167.5095983
747,726,167.5981144
93,290,167.6401209
445,853,167.6551785
247,290,167.6602446
164,81,167.6647478
164,853,167.6726284
164,99,167.6795239
164,155,167.6829717
277,447,167.7285666
56,389,167.7766946
363,446,167.7821125
43,81,167.8094132
337,224,167.842765
805,282,167.8429057
805,282,167.8459313
375,590,167.8469164
805,282,167.8471275
375,62,167.8505753
805,492,167.8517011
337,776,167.8841382
357,40,167.9217822
743,99,167.9666735
743,179,167.9681511
743,349,167.9704027
743,750,167.9750466
117,394,167.9877822
737,290,167.9891895
509,545,168.0143793
861,99,168.0175456
509,750,168.0181085
601,750,168.0216266
509,593,168.0225413
861,895,168.0303516
445,389,168.0386544
250,349,168.067503
83,776,168.0864305
83,33,168.0922706
83,636,168.1231598
90,737,168.1764243
418,484,168.3025843
134,593,168.310676
134,881,168.3124351
134,857,168.3223562
509,750,168.3288999
131,224,168.3376249
585,874,168.3462795
131,197,168.3544415
838,244,168.4219896
509,70,168.4420429
601,750,168.452738
509,858,168.4536527
538,545,168.4815163
384,869,168.4869342
395,394,168.4906634
395,290,168.4958702
395,290,168.4969257
156,394,168.4991069
383,874,168.5153607
871,853,168.5174715
619,853,168.520075
383,869,168.5219044
871,853,168.5268298
384,869,168.5527936
48,40,168.555397
838,515,168.5729172
367,224,168.5944482
367,446,168.6047211
376,595,168.6059173
376,40,168.6084503
376,876,168.6128832
494,446,168.6251966
838,71,168.6289258
838,81,168.6371583
464,265,168.6612926
777,265,168.7446722
719,349,168.7856232
861,497,168.8244634
424,595,168.8245337
220,394,168.8521862
257,636,168.8573227
645,895,168.873295
645,521,168.8820199
395,394,168.9029176
395,869,168.9042545
509,545,168.9346511
764,876,168.9507642
346,491,168.9583633
39,789,168.960052
164,99,168.974406
743,750,168.9747578
743,99,168.977713
164,99,168.9822866
47,776,168.9942482
117,394,169.0261928
363,244,169.087549
739,878,169.1586151
682,180,169.1641034
739,878,169.1840864
494,491,169.1892228
98,853,169.1948519
98,853,169.1956258
739,776,169.1992847
518,446,169.2054766
739,99,169.2213785
582,853,169.2460054
739,180,169.2591632
739,180,169.2607816
739,180,169.2635961
535,220,169.2654959
739,180,169.2679585
870,789,169.2704212
739,91,169.2816089
98,853,169.3100354
842,127,169.3103168
223,206,169.3226303
19,206,169.3286814
98,853,169.350916
811,119,169.3578115
699,443,169.3679437
538,545,169.3932743
619,853,169.3956666
891,560,169.4043915
891,560,169.4055877
621,394,169.4769353
582,853,169.4811571
90,442,169.4883341
8,197,169.5195047
518,542,169.5241486
8,244,169.5297072
8,490,169.5351252
8,319,169.5561636
376,876,169.5788907
39,789,169.5973257
891,247,169.6721211
891,432,169.6743023
62,388,169.675991
83,636,169.6909782
679,432,169.6921744
679,155,169.6938631
871,91,169.7262299
721,247,169.750716
538,490,169.7559229
93,290,169.8746245
281,497,169.9482237
281,443,169.9542045
710,63,169.9707397
346,491,169.9888229
710,636,170.0040916
395,432,170.0102131
395,442,170.0123944
395,388,170.0167568
395,290,170.0246374
81,446,170.0268187
383,293,170.035614
62,388,170.0586929
637,703,170.0954925
77,881,170.1168828
351,389,170.1246226
98,703,170.1325736
395,388,170.1633924
861,497,170.235514
861,295,170.2447315
861,503,170.2602816
106,308,170.3012326
257,503,170.3167828
891,247,170.3345141
281,295,170.3725803
216,497,170.3765206
281,497,170.3779278
281,497,170.3794758
281,497,170.380672
216,497,170.4091688
98,853,170.4162754
861,418,170.4803757
826,492,170.5319515
85,443,170.536525
255,491,170.5631221
892,392,170.5911264
459,448,170.6469239
861,636,170.6517789
328,52,170.705747
593,484,170.7167235
593,492,170.7198898
238,308,170.7687918
9,703,170.7796276
9,290,170.7842716
259,388,170.8325403
247,515,170.8673698
208,288,170.8685659
395,388,170.9183122
728,352,170.9559562
255,598,170.9897302
43,442,170.9985256
43,442,171.0033102
154,517,171.0465832
337,776,171.2067987
593,236,171.2131313
376,421,171.2160162
870,265,171.2250226
281,236,171.2503531
838,244,171.3024214
47,776,171.4779056
443,432,171.4819867
443,432,171.4829014
560,884,171.5337735
560,36,171.5372916
90,737,171.5377842
634,484,171.5515752
560,896,171.5610742
291,878,171.5664217
237,308,171.5683919
376,876,171.5830273
580,282,171.5920337
777,265,171.6002661
250,127,171.6152533
250,484,171.6213045
568,776,171.6363621
580,81,171.6808312
362,759,171.7699102
362,759,171.7712471
362,90,171.780535
362,387,171.7833495
362,197,171.7844753
362,197,171.7850382
362,81,171.786938
699,349,171.9094392
699,349,171.9193603
699,2,171.9384285
861,197,172.0790833
861,853,172.1066654
861,853,172.1093392
614,484,172.6452204
454,236,173.224656
645,127,173.2321145
14,701,173.3320996
14,530,173.3532084
699,530,173.3894451
699,443,173.4313812
568,282,173.4339846
699,443,173.4398951
699,747,173.4635369
361,253,173.5619037
361,253,173.5879379
47,2,173.6136906
14,530,173.6159422
637,412,173.6497162
509,545,173.6739913
509,290,173.6951001
255,598,173.6978442
234,789,173.6988293
255,776,173.7008698
255,776,173.7026289
255,876,173.7091726
637,498,173.7106502
637,220,173.7209935
257,544,173.7465351
870,789,173.761663
870,878,173.7818571
637,349,173.8125352
528,874,173.8673476
306,247,173.9144905
637,786,173.9769724
472,701,173.9833754
472,222,173.9873861
637,507,173.9931558
472,782,173.994352
39,517,174.0017401
472,869,174.0062433
39,789,174.0070876
257,389,174.0130684
699,530,174.0259448
580,282,174.0336847
62,388,174.0343883
62,759,174.0498681
592,220,174.0684438
592,99,174.0795611
592,437,174.0847679
592,349,174.0879342
376,598,174.0884267
592,362,174.0994737
592,239,174.104399
376,736,174.1063692
592,632,174.1293777
216,853,174.1603373
679,432,174.1738469
90,867,174.1898192
184,244,174.2269706
363,867,174.2397766
48,878,174.2458278
363,244,174.2466018
376,732,174.2563118
548,283,174.2630666
166,538,174.2789685
435,759,174.3014845
247,515,174.3109835
395,867,174.3299814
360,876,174.334766
281,236,174.3435614
395,442,174.3470091
281,740,174.3486978
395,869,174.351442
395,388,174.3546786
395,290,174.3594633
274,736,174.3683993
592,308,174.4400284
8,90,174.4524122
272,50,174.4538195
8,197,174.4631073
375,759,174.6202973
255,739,174.6244487
395,50,174.6282482
527,93,174.6705361
47,759,174.6766577
592,491,174.6898155
592,388,174.697485
592,585,174.703888
4,50,174.7065618
592,389,174.7154978
592,183,174.7198603
592,431,174.7219008
592,105,174.7237302
363,867,174.7383656
250,544,174.7395618
592,4,174.7426578
592,206,174.7458944
9,876,174.747372
592,60,174.74892
250,431,174.7524382
592,484,174.7582079
592,517,174.7613742
47,69,174.7643294
592,373,174.7687623
62,759,174.768903
592,590,174.7717879
47,759,174.7762911
592,63,174.7772761
592,736,174.7845938
393,389,174.7864233
592,2,174.7921226
592,179,174.8015512
592,92,174.8052101
592,627,174.8061951
861,252,174.8158348
493,179,174.84595
578,831,174.852353
493,837,174.8607261
39,632,174.8821163
39,206,174.8854234
39,517,174.8885193
39,517,174.890982
639,672,174.8986515
639,444,174.9073765
635,290,174.9123722
592,127,174.9128648
592,206,174.9177902
592,431,174.9220823
601,732,174.9650738
418,515,174.9727433
418,36,174.9752764
418,484,174.9858307
445,2,175.0094726
392,869,175.0148905
445,389,175.0198159
580,184,175.021786
392,869,175.025867
637,672,175.0340291
279,428,175.0850419
279,2,175.0940483
593,236,175.1065729
193,393,175.1395729
193,740,175.1421763
102,71,175.1548416
861,389,175.1581486
102,869,175.1701103
445,389,175.1787649
43,350,175.1844642
47,450,175.1986775
281,740,175.2120464
527,732,175.2125389
635,181,175.2161274
395,766,175.2162681
395,434,175.2192233
313,732,175.2199973
395,429,175.220138
313,326,175.2230933
247,515,175.2245709
313,326,175.224782
1,741,175.2264707
247,763,175.226541
313,598,175.2285112
9,543,175.231959
9,854,175.2340698
313,421,175.2342809
313,492,175.2363214
9,251,175.2396285
725,830,175.2412468
9,870,175.2440613
639,87,175.2477905
639,87,175.2482831
298,101,175.2558822
200,362,175.2637628
601,129,175.2647479
279,182,175.271362
789,703,175.2901488
871,853,175.293104
789,585,175.311539
764,876,175.3201232
588,871,175.3289889
588,524,175.3319441
789,290,175.3382064
588,183,175.33891
588,591,175.3460167
98,389,175.3492533
105,763,175.3550231
62,292,175.3565007
62,759,175.3606521
98,853,175.3630444
62,183,175.3669847
384,869,175.3713472
424,890,175.3740913
62,644,175.3758504
62,4,175.3833088
62,498,175.3876713
62,875,175.3943557
47,759,175.4043472
14,709,175.4236265
14,484,175.4260892
14,326,175.4278483
14,701,175.4293963
281,740,175.4336884
187,183,175.4441021
237,252,175.4489571
237,83,175.4502236
637,498,175.4514198
315,644,175.453601
50,444,175.4553601
238,75,175.455923
637,78,175.4589486
634,415,175.4652108
601,372,175.4710509
637,50,175.4853345
637,220,175.5119316
39,78,175.5231896
758,69,175.5295926
861,759,175.5482386
44,589,175.5515457
861,62,175.5599188
326,54,175.5718101
593,492,175.5815905
62,50,175.5977739
367,446,175.60284
367,541,175.6057952
367,444,175.6103688
62,443,175.6247227
509,863,175.6654626
509,678,175.6664477
509,108,175.6671513
509,498,175.6710917
326,446,175.7327292
83,186,175.7516568
83,428,175.7771984
772,524,175.7951408
47,69,175.8280001
418,515,175.8408765
735,737,175.8422837
418,251,175.8424948
418,229,175.8479831
418,484,175.84932
735,421,175.8569895
472,556,175.8586782
472,701,175.8597337
472,897,175.8683883
185,126,175.8685993
62,484,175.8801388
62,484,175.881546
185,387,175.8826015
418,752,175.885416
384,897,175.8866825
418,484,175.8901303
383,782,175.8973073
445,126,175.9026548
383,897,175.9039213
509,671,175.9259448
336,394,175.9322071
383,222,175.9330514
509,387,175.9385397
721,247,175.950431
129,70,175.9526122
813,834,175.9640813
813,295,175.9680216
813,763,175.9730877
813,356,175.9788575
129,94,175.9930707
870,878,176.0081283
510,130,176.0151645
510,320,176.0219897
510,91,176.0324034
129,247,176.0345142
510,362,176.0429577
268,706,176.0549897
637,108,176.0552008
268,729,176.0637147
268,492,176.0718064
148,182,176.0780687
509,108,176.0827126
637,706,176.0879898
637,108,176.1019216
14,484,176.107058
14,701,176.1083949
739,362,176.1528641
637,50,176.1653182
739,878,176.1694696
9,876,176.1748875
9,703,176.1900155
448,450,176.1940261
756,445,176.1941669
185,126,176.194378
185,445,176.1974036
28,182,176.2026807
28,106,176.2207639
756,445,176.2270262
890,709,176.2282927
51,831,176.2361733
739,2,176.2398322
739,2,176.2662181
756,222,176.2692437
739,91,176.2829644
756,389,176.2936595
725,387,176.2974591
255,876,176.2979516
756,389,176.3032288
580,727,176.3408728
580,727,176.341295
580,501,176.3425615
319,363,176.3484016
348,445,176.348472
346,854,176.3610669
346,644,176.3676809
753,228,176.3903377
351,126,176.3924486
580,516,176.4105317
539,492,176.4180605
777,425,176.4248153
192,545,176.4256597
192,93,176.4327663
588,251,176.4443058
376,598,176.46647
306,247,176.4974295
306,247,176.4988367
637,388,176.5300073
98,644,176.5354956
16,352,176.5638517
630,418,176.5697622
630,737,176.591082
630,94,176.600581
154,747,176.6040991
154,705,176.608743
22,241,176.6211268
22,484,176.627178
359,126,176.6365362
73,241,176.6539158
62,50,176.6575747
881,870,176.6885342
279,182,176.6901525
336,734,176.7030289
279,2,176.7058434
91,727,176.7078135
445,2,176.743417
445,389,176.7486942
445,126,176.7569969
417,593,176.7693807
592,292,176.7726878
592,875,176.7760652
592,362,176.7772614
21,424,176.7876047
592,372,176.8082912
36,504,176.8123019
36,372,176.8146942
592,484,176.8393915
568,776,176.8543084
345,701,176.8559971
22,241,176.8576154
22,484,176.8627519
62,875,176.8637369
568,222,176.8837199
48,559,176.9294556
48,522,176.930511
295,234,176.9485942
438,776,176.9729396
438,229,176.9860271
892,591,177.0061507
892,81,177.013961
62,376,177.0349994
39,127,177.0360548
62,759,177.0517457
538,559,177.0619482
85,443,177.0670847
62,443,177.0754579
63,495,177.1087393
395,93,177.1095133
14,484,177.1154942
395,394,177.1176754
14,701,177.1185197
395,290,177.12246
829,395,177.1249931
371,706,177.154475
756,445,177.1696733
568,445,177.1800166
756,786,177.1918375
493,66,177.2094985
493,94,177.2112576
493,493,177.2126648
62,395,177.213087
493,853,177.2159015
630,706,177.2199825
493,389,177.2254005
870,390,177.2874602
18,897,177.3020253
493,36,177.3096244
50,376,177.3258078
247,445,177.3342513
393,389,177.3357289
247,515,177.3362215
541,152,177.3428356
